name,company_name,m2,gross_max_power,lon,lat,Punktgeometrie (als WKT)
Zug,datasource schweiz,,,8.5164772,47.1699073,POINT (8.5164772 47.1699073)
Colozug.ch,NTS Workspace,,,8.5174099,47.1725153,POINT (8.5174099 47.1725153)
LAN Services AG - Communication Center cc.ch,LAN Services AG,,,7.240524,47.130168,POINT (7.240524 47.130168)
ColoBâle,ColoBâle AG,,,7.6742462,47.5229807,POINT (7.6742462 47.5229807)
Zurich,e-shelter services GmbH,7000,30000,8.540425400000004,47.4495228,POINT (8.540425400000004 47.4495228)
Geneva,Safe Host SA,5000,13200,6.1071857,46.1654104,POINT (6.1071857 46.1654104)
Chemin de l'Epinglier 2,Digital Realty Trust,,,6.0615133,46.2242463,POINT (6.0615133 46.2242463)
Geneva,Interoute,,,6.0608636,46.224432,POINT (6.0608636 46.224432)
Avenches,Oath,,,7.045841217,46.88744532,POINT (7.045841217 46.88744532)
colofribourg,senseLAN GmbH,,,7.1912041,46.8451366,POINT (7.1912041 46.8451366)
Lausanne,BrainServe SA,2000,10000,6.5744601,46.5447859,POINT (6.5744601 46.5447859)
Zurich North,Green Datacenter AG,,,8.5590264,47.4335176,POINT (8.5590264 47.4335176)
Zurich,Colt,2500,3400,8.4934547,47.3879599,POINT (8.4934547 47.3879599)
Zurich,Interoute,,,8.5202671,47.3880126,POINT (8.5202671 47.3880126)
Zürich,Artmotion Ltd,,,8.4941555,47.3933174,POINT (8.4941555 47.3933174)
DataCenter Winterthur,Clinch,30,,8.7190565,47.4990913,POINT (8.7190565 47.4990913)
EBM Datacube,EBM Telecom AG,,,7.6167262,47.5142985,POINT (7.6167262 47.5142985)
Geneva 2,Equinix,800,0,6.0982134,46.2079585,POINT (6.0982134 46.2079585)
Lugano,aqumo technologies SA,,,8.9497406,46.0045861,POINT (8.9497406 46.0045861)
Lugano,TC Systems SA,,,8.9355242,46.0116048,POINT (8.9355242 46.0116048)
Lugano,Zenvoo,,,8.950223,46.0067188,POINT (8.950223 46.0067188)
Zurich West 1,Green Datacenter AG,,,8.2114943,47.4489241,POINT (8.2114943 47.4489241)
Melano,Moresi.Com SA,,,8.9753359,45.9319144,POINT (8.9753359 45.9319144)
Rechenzentrum Balsberg,Priora Gruppe,,,8.5709166,47.4399641,POINT (8.5709166 47.4399641)
Mendrisio,TC Systems SA,,,8.9786167,45.8777945,POINT (8.9786167 45.8777945)
Le Bouveret,Ad Valem Technologies,,,6.8676846,46.3775918,POINT (6.8676846 46.3775918)
Le Noirmont,CDrom,,,6.9663948,47.2243202,POINT (6.9663948 47.2243202)
Lausanne,Alpine Datacenter LTD,,,6.6400345,46.5172551,POINT (6.6400345 46.5172551)
Root D4,TurnKey Services AG,,,8.3858262,47.1109686,POINT (8.3858262 47.1109686)
data11,BSE Software GmbH,,,7.5289179,47.2019116,POINT (7.5289179 47.2019116)
Amsteg,Swiss Data Safe AG,,,8.6707683,46.7750332,POINT (8.6707683 46.7750332)
DKII,Deltalis SA,,,8.6285621,46.8616362,POINT (8.6285621 46.8616362)
Strängnäs,Brookfield Infrastructure Partners LP,200000,750000,17.0321193,59.37745229999999,POINT (17.0321193 59.37745229999999)
Rockan 1,Rockan Data Center AB,10000,20000,15.99769850000007,58.2007895,POINT (15.99769850000007 58.2007895)
Katrineholm,Amazon,,,16.2054756,58.99555109999999,POINT (16.2054756 58.99555109999999)
Eskilstuna,Amazon,,,16.509804600000052,59.37124859999999,POINT (16.509804600000052 59.37124859999999)
Vasteras,Amazon,,,16.54480920000003,59.60990049999999,POINT (16.54480920000003 59.60990049999999)
Falun,EcoDataCenter,,,15.6355,60.60646,POINT (15.6355 60.60646)
The Node Pole,KnC Miner,,10000,21.6887028,65.8251188,POINT (21.6887028 65.8251188)
The Node Pole 2,KnC Miner,,,21.6887028,65.8251188,POINT (21.6887028 65.8251188)
Stockholm - Upplands Väsby,DigiPlex AS,20000,20000,17.89986769999996,59.5097394,POINT (17.89986769999996 59.5097394)
Järfälla,IP-Only Telecommunication AB,,,17.8352603,59.4071377,POINT (17.8352603 59.4071377)
Grödinge,IP-Only Telecommunication AB,,,17.8310358,59.1197157,POINT (17.8310358 59.1197157)
Haninge,Telia Carrier,,,18.134746,59.1649211,POINT (18.134746 59.1649211)
Veberöd,Swoscom AB,,,13.5000735,55.6364053,POINT (13.5000735 55.6364053)
Linköping,Availo AS,,,15.5543004,58.3976712,POINT (15.5543004 58.3976712)
Göteborg Tagene,IP-Only Telecommunication AB,,,11.9919538,57.7751382,POINT (11.9919538 57.7751382)
Västra Frölunda,PIN (Premium IT Infrastucture),,,11.9323427,57.6571521,POINT (11.9323427 57.6571521)
EdgeIT Data center,EdgeIT,,,11.9458196,57.650794,POINT (11.9458196 57.650794)
Göteborg,TerraTel AB,,,11.9366098,57.7091325,POINT (11.9366098 57.7091325)
Luleå 2,Meta,,,22.1170675127197,65.61890239785474,POINT (22.1170675127197 65.61890239785474)
Luleå 1,Meta,54000,,22.115393814294407,65.61653725431701,POINT (22.115393814294407 65.61653725431701)
"IXOR, Västergatan 4",Excellent Hosting,,,12.998449,55.6068184,POINT (12.998449 55.6068184)
Malmö/B,National Post and Telecom Agency,,,12.935775,55.5712357,POINT (12.935775 55.5712357)
SHG5,Gothnet,,,12.0029285,57.7312004,POINT (12.0029285 57.7312004)
Göteborg,Gompute AB,,,12.0122463,57.7270635,POINT (12.0122463 57.7270635)
Berget Boras,Boras Energi/Nat AB,,,12.9255244,57.7154499,POINT (12.9255244 57.7154499)
Malmö Limhamn,IP Only,,,12.9280712,55.5764852,POINT (12.9280712 55.5764852)
Malmö/B,IP-Only Telecommunication AB,,,12.935775,55.5712357,POINT (12.935775 55.5712357)
Stockholm 2,Telia Carrier,,,17.9989049,59.3625458,POINT (17.9989049 59.3625458)
Stockholm (Finspångsgatan),Verizon,,,17.88599968,59.38755036,POINT (17.88599968 59.38755036)
Bahnhof Thule,Bahnhof AB,500,2500 KVA,18.064174865676137,59.33706159005961,POINT (18.064174865676137 59.33706159005961)
Bahnhof ST Erik,Bahnhof AB,400,600KW,18.03927325092627,59.347920001159316,POINT (18.03927325092627 59.347920001159316)
Stockholm 5,Interxion,2200,,17.916559676229895,59.4215068361568,POINT (17.916559676229895 59.4215068361568)
Stockholm 1,Interxion,1900,,17.918073,59.4224709,POINT (17.918073 59.4224709)
Stockholm 4,Interxion,1100,,17.916491031646725,59.42157589422293,POINT (17.916491031646725 59.42157589422293)
Stockholm 2,Interxion,1200,,17.91722059249878,59.421570436278536,POINT (17.91722059249878 59.421570436278536)
Stockholm 3,Interxion,900,,17.917542457580566,59.42161955774655,POINT (17.917542457580566 59.42161955774655)
Stockholm 2,Sungard,,,18.111523,59.34082,POINT (18.111523 59.34082)
Stockholm,City Network Hosting AB,,,18.06491,59.32893,POINT (18.06491 59.32893)
STOKAB Stockholm (KN7),STOKAB,,,18.0851506,59.3391369,POINT (18.0851506 59.3391369)
STOKAB Stockholm (Zinken),STOKAB,,,18.0453095,59.3153475,POINT (18.0453095 59.3153475)
STOKAB Stockholm (Kista),STOKAB,,,17.9433469,59.405682,POINT (17.9433469 59.405682)
Stockholm,Colt,,,18.0605365,59.3402723,POINT (18.0605365 59.3402723)
Gärdet,IP-Only Telecommunication AB,,,18.1122371,59.3422783,POINT (18.1122371 59.3422783)
STOKAB Stockholm (Hammarby),STOKAB,,,18.0897862,59.2984072,POINT (18.0897862 59.2984072)
Fiber Direkt Warf,Fiber Direkt,,,18.0129006,59.3374332,POINT (18.0129006 59.3374332)
Stockholm,Interoute,,,18.0991521,59.3354449,POINT (18.0991521 59.3354449)
Stockholm,Telia Carrier,,,18.0228223,59.3132862,POINT (18.0228223 59.3132862)
Tulegatan 11,STOKAB,,,18.0623346,59.3421391,POINT (18.0623346 59.3421391)
STOKAB Stockholm (Thule),STOKAB,,,18.0609429,59.3421155,POINT (18.0609429 59.3421155)
Bahnhof Pionen,Bahnhof AB,400,2x1250 KVA,18.08546912453687,59.31238116410512,POINT (18.08546912453687 59.31238116410512)
MTN Remote Hub George,MTN,,,27.932112200000006,-26.1505604,POINT (27.932112200000006 -26.1505604)
Johannesburg 1,NTT,3000,24000,28.1386884,-25.9208874,POINT (28.1386884 -25.9208874)
Centurion,Screamer Telecoms,,,28.171373362951726,-25.916591998261993,POINT (28.171373362951726 -25.916591998261993)
NBSC 2,Telkom SA,,,28.18713200000002,-25.8789531,POINT (28.18713200000002 -25.8789531)
Samrand,Digital Parks Africa,,,28.1522013,-25.9278774,POINT (28.1522013 -25.9278774)
Centurion,MTN,500,,28.172875400000066,-25.9164762,POINT (28.172875400000066 -25.9164762)
Centurion,Business Connexion (BCX),,,28.186092700000017,-25.8618157,POINT (28.186092700000017 -25.8618157)
Centurion,CenterServ,,,28.188761,-25.856389,POINT (28.188761 -25.856389)
CLS Mtunzini,SEACOM,,,31.75870645,-28.95976795,POINT (31.75870645 -28.95976795)
Johannesburg,Vantage Data Centers,12000,32000,28.117641,-26.0185901,POINT (28.117641 -26.0185901)
Gauteng,Bytes Technology Group,,,28.12356030000001,-25.985653,POINT (28.12356030000001 -25.985653)
Midrand,Jasco Electronics Holdings,,,28.12351639999997,-25.9924978,POINT (28.12351639999997 -25.9924978)
Midrand,Business Connexion (BCX),,,28.1203363,-25.9788582,POINT (28.1203363 -25.9788582)
Johannesburg,Vodacom Business,3000,,28.12207,-25.9687956,POINT (28.12207 -25.9687956)
Johannesburg,Vox Datapro,,,28.0706222,-26.1363016,POINT (28.0706222 -26.1363016)
Port Elizabeth,CenterServ,,,25.576409199999944,-33.9515277,POINT (25.576409199999944 -33.9515277)
Durban,Internet Solutions (IS),,,31.0858333,-29.7252778,POINT (31.0858333 -29.7252778)
Johannesburg,RSAWEB,,,28.066978500000005,-26.03369679999999,POINT (28.066978500000005 -26.03369679999999)
River Club,Standard Bank of South Africa,,,28.045817115869113,-26.07397684027078,POINT (28.045817115869113 -26.07397684027078)
Gallo Manor,MTN,2000,,28.07363,-26.06578,POINT (28.07363 -26.06578)
Rivonia Teleport,Telemedia (PTY) LTD,,,28.06213,-26.0570999,POINT (28.06213 -26.0570999)
Bryanston,Internet Solutions (IS),,,28.0241884,-26.041602,POINT (28.0241884 -26.041602)
Pretoria,CenterServ,,,28.23584299999993,-25.77080429999999,POINT (28.23584299999993 -25.77080429999999)
Durban,Business Connexion (BCX),,,31.061272714819324,-29.73729580000001,POINT (31.061272714819324 -29.73729580000001)
Durban,CenterServ,,,31.029213000000027,-29.85511109999999,POINT (31.029213000000027 -29.85511109999999)
Johannesburg,Internet Solutions (IS),1600,2200,28.036968636909478,-26.146933787602382,POINT (28.036968636909478 -26.146933787602382)
Johannesburg (Sivewright),T-Systems International GmbH,,,28.05899999999997,-26.19195,POINT (28.05899999999997 -26.19195)
South Park,Business Connexion (BCX),,,28.134006999999997,-25.968694,POINT (28.134006999999997 -25.968694)
Sandton,CenterServ,,,28.053256000000033,-26.105966,POINT (28.053256000000033 -26.105966)
Johannesburg,Liquid Telecommunications Holdings Limited,3000,7000,28.119944900000064,-26.0112644,POINT (28.119944900000064 -26.0112644)
Johannesburg,Dimension Data,,,28.024054172491446,-26.04119983217346,POINT (28.024054172491446 -26.04119983217346)
Johannesburg,Telehouse,,,28.19756,-26.13778,POINT (28.19756 -26.13778)
Medscheme building,Tower Property Fund,,,27.93183,-26.16588,POINT (27.93183 -26.16588)
Rosebank,Imagine IPS,,,28.0356921,-26.1471094,POINT (28.0356921 -26.1471094)
Parklands,Internet Solutions (IS),6700,,27.9866716,-26.1496662,POINT (27.9866716 -26.1496662)
Johannesburg Centre,SAS,,,28.058444399999985,-26.1518385,POINT (28.058444399999985 -26.1518385)
Johannesburg,Johannesburg Stock Exchange (The JSE Ltd),400,,28.0473051,-26.2041028,POINT (28.0473051 -26.2041028)
WIllowbridge,ContinuitySA,,,18.63246520000007,-33.8700172,POINT (18.63246520000007 -33.8700172)
Bellville,Internet Solutions (IS),,,18.641028399999982,-33.9036861,POINT (18.641028399999982 -33.9036861)
Cape Town 2,RSAWEB,,,18.420559899999944,-33.91851,POINT (18.420559899999944 -33.91851)
Bellville 2 ,Telkom SA,,,18.629438400000026,-33.8942695,POINT (18.629438400000026 -33.8942695)
Pinelands Block-III Data Centre,Old Mutual,,,18.51273919999994,-33.92302180000001,POINT (18.51273919999994 -33.92302180000001)
Cape Town,Hetzner (Pty) Ltd,,,18.465223000000037,-33.970872,POINT (18.465223000000037 -33.970872)
Cape Town,CenterServ,,,18.41891570000007,-33.9239971,POINT (18.41891570000007 -33.9239971)
Tygerberg,MTN,,,18.645025799999985,-33.9046203,POINT (18.645025799999985 -33.9046203)
Cape Town,Liquid Telecommunications Holdings Limited,1800,5500,18.478253600000016,-34.0374803,POINT (18.478253600000016 -34.0374803)
Cape Town,RSAWEB,,,18.38319290000004,-33.9208901,POINT (18.38319290000004 -33.9208901)
Cape Town,Telehouse,,,18.4693,-33.94385,POINT (18.4693 -33.94385)
Cape Town,Vox Datapro,,,18.4209745,-33.9188281,POINT (18.4209745 -33.9188281)
IS Cape Town (Cape Town Internet Exchange),Internet Solutions (IS),,,18.42056,-33.91851,POINT (18.42056 -33.91851)
Hail,CenterServ,,,41.69461619999993,27.4893484,POINT (41.69461619999993 27.4893484)
Corporate Data Center,Saudi Aramco,6000,30000,50.10593240000003,26.3233288,POINT (50.10593240000003 26.3233288)
Jeddah,Gulf Data Hub (GDH),8000,,39.10469699999999,22.309465,POINT (39.10469699999999 22.309465)
Ministry of the National Guard,Ministry of National Guard,,,46.756911299999956,24.7087281,POINT (46.756911299999956 24.7087281)
National Commercial Bank,National Commercial Bank,,,39.133554900000036,22.4486944,POINT (39.133554900000036 22.4486944)
Jubail,CenterServ,,,49.56867639999996,27.1284576,POINT (49.56867639999996 27.1284576)
Saudi Basic Industries Corp.,Saudi Basic Industries Corp. (SABIC),,,49.56711530000007,27.1394593,POINT (49.56711530000007 27.1394593)
Unayzah,Etihad Etisalat (Mobily),440,,43.983971,26.1259733,POINT (43.983971 26.1259733)
King Faisal University,King Faisal University,,,49.59991100000002,25.3405347,POINT (49.59991100000002 25.3405347)
Yasref IT Main Datacenter,Yasref Company Ltd.,,,38.19393450000007,23.9969888,POINT (38.19393450000007 23.9969888)
SAIB DR Al-Kharj,The Saudi Investment Bank,,,47.33512885498658,24.164697424151488,POINT (47.33512885498658 24.164697424151488)
Buraidah,Etihad Etisalat (Mobily),,,43.981812,26.3592309,POINT (43.981812 26.3592309)
Khobar CLS,Integrated Telecom Company Ltd.,,,50.2283301,26.3210375,POINT (50.2283301 26.3210375)
Jeddah,Detasad,,,39.23755070000004,21.2854067,POINT (39.23755070000004 21.2854067)
Jeddah,Saudi Telecom Company (STC),,,39.21277999999995,21.464232,POINT (39.21277999999995 21.464232)
Disaster Recovery Datacenter,Banque Saudi Fransi,,,39.23755070000004,21.2854067,POINT (39.23755070000004 21.2854067)
Jeddah,Integrated Telecom Company Ltd.,,,39.1014127,21.6450617,POINT (39.1014127 21.6450617)
Jeddah,Etihad Etisalat (Mobily),,,39.1727778,21.5433333,POINT (39.1727778 21.5433333)
Jeddah,HostGee.Com,,,39.172989,21.543489,POINT (39.172989 21.543489)
Dammam,CenterServ,,,50.13806980000004,26.4078633,POINT (50.13806980000004 26.4078633)
Dammam,Etihad Etisalat (Mobily),,,50.10489609101569,26.43251133196868,POINT (50.10489609101569 26.43251133196868)
Imam Abdulrahman Bin Faisal University ,Imam Abdulrahman Bin Faisal University ,,,50.18946170000004,26.3921608,POINT (50.18946170000004 26.3921608)
Dammam,Saudi Telecom Company (STC),,,49.977713600000016,26.3926665,POINT (49.977713600000016 26.3926665)
Dammam,NourNet,,,50.1078084,26.4431622,POINT (50.1078084 26.4431622)
Gateway Gulf (KSA),Gateway Gulf,,,50.2062667,26.2722292,POINT (50.2062667 26.2722292)
Riyadh,Detasad,,,46.75311429999999,24.7860058,POINT (46.75311429999999 24.7860058)
Maksab-PNU,Saudi Maksab Holdings,,,46.79977830000007,24.8053179,POINT (46.79977830000007 24.8053179)
Riyadh,NourNet,1000,,46.83160010000006,24.76755169999999,POINT (46.83160010000006 24.76755169999999)
National Center for Digital Certification,Ministry of Communications and Information Technology,,,46.68753719999995,24.7480328,POINT (46.68753719999995 24.7480328)
Tadawul Group,Tadawul Group,,,46.68509510000001,24.6869743,POINT (46.68509510000001 24.6869743)
Al Rajhi Bank,Al Rajhi Bank,1000,,46.664694199999985,24.7349947,POINT (46.664694199999985 24.7349947)
Riyadh Municipality,Riyadh Municipality,,,46.71048410000003,24.6286689,POINT (46.71048410000003 24.6286689)
Disaster Recovery,Alinma Bank,,,46.67524070000002,24.7066911,POINT (46.67524070000002 24.7066911)
Public Pension Agency,Public Pension Agency,,,46.70461620000003,24.6522974,POINT (46.70461620000003 24.6522974)
SABB,Saudi British Bank,,,46.710349199999996,24.659621,POINT (46.710349199999996 24.659621)
Royal Saudi Air Force,Saudi Royal Air Force,,,46.90213599999993,24.540135,POINT (46.90213599999993 24.540135)
Information Technology and Communications Complex Project,Al Ra’idah Investment Company,,,46.63584837141116,24.741072374661762,POINT (46.63584837141116 24.741072374661762)
SIMAH-DC,Simah,,,46.728022097314465,24.788291216221484,POINT (46.728022097314465 24.788291216221484)
SAMA Data Center at KAFD,Saudi Arabian Monetary Authority,,,46.64043370000002,24.76195599999999,POINT (46.64043370000002 24.76195599999999)
King Abdullah Financial District,Al Ra’idah Investment Company,,,46.64043370000002,24.76195599999999,POINT (46.64043370000002 24.76195599999999)
Primary Data Center,Riyad Bank,,,46.61913290000007,24.7988879,POINT (46.61913290000007 24.7988879)
Riyadh 2,Saudi Telecom Company (STC),,,46.67529569999999,24.7135517,POINT (46.67529569999999 24.7135517)
Riyadh 1,Saudi Telecom Company (STC),,,46.692502651403856,24.759121001574474,POINT (46.692502651403856 24.759121001574474)
Riyadh,HostGee.Com,,,46.6697469,24.724075,POINT (46.6697469 24.724075)
Riyahd,Gateway Gulf,,,46.7224333,24.6880015,POINT (46.7224333 24.6880015)
Riyadh,GO (Etihad Atheeb Telecom),,,46.6269734,24.85202,POINT (46.6269734 24.85202)
Riyadh,Nashirnet National Computer Systems Co.,,,46.6697469,24.724075,POINT (46.6697469 24.724075)
Melgha II,Etihad Etisalat (Mobily),,,46.7241667,24.7116667,POINT (46.7241667 24.7116667)
Riyadh,Integrated Telecom Company Ltd.,,,46.5798373,24.5885285,POINT (46.5798373 24.5885285)
Riyadh,Cisco,,,46.716667,24.633333,POINT (46.716667 24.633333)
Dakar,Onix Data Centres,200,200,-17.51420766298218,14.741424575028937,POINT (-17.51420766298218 14.741424575028937)
Dakar,PAIX Data Centres,900,2500,-17.499755411148065,14.721605953114643,POINT (-17.499755411148065 14.721605953114643)
Medina,Orange,100,,-17.44670807094724,14.676933113435283,POINT (-17.44670807094724 14.676933113435283)
CLS Dakar,ACE (African Coast to Europe),,,-17.486612564556935,14.727275163179211,POINT (-17.486612564556935 14.727275163179211)
Rufisque,Orange,750,2000,-17.294791056077543,14.734927497863094,POINT (-17.294791056077543 14.734927497863094)
Sen Connect,Millicom (Tigo),300,2000,-17.18238110793459,14.751643268951591,POINT (-17.18238110793459 14.751643268951591)
DC Kosice,"Slovak Telekom, a.s.",,,21.2596868,48.6988919,POINT (21.2596868 48.6988919)
DC Bzenov,"Slovak Telekom, a.s.",,,21.16910934,48.95350829,POINT (21.16910934 48.95350829)
DC Tajov,"Slovak Telekom, a.s.",,,19.055165,48.7542289,POINT (19.055165 48.7542289)
Datacube,Datacube,2800,20000,17.0874095,48.111185,POINT (17.0874095 48.111185)
Bratislava 2,Sitel,,,17.0958498,48.1191962,POINT (17.0958498 48.1191962)
Kamzik,"Slovak Telekom, a.s.",,,17.0949592,48.1826464,POINT (17.0949592 48.1826464)
LightStorm Bratislava,LightStorm Communications s.r.o.,,,17.1073105,48.1483765,POINT (17.1073105 48.1483765)
Bratislava,CNC,,,16.9741624,48.2104252,POINT (16.9741624 48.2104252)
Bratislava,Slovak Telecom,,,17.1291856,48.1808007,POINT (17.1291856 48.1808007)
Bratislava,BENESTRA,1100,,17.0937084,48.1212084,POINT (17.0937084 48.1212084)
DC Jarosova,"Slovak Telekom, a.s.",,,17.1293972,48.168928,POINT (17.1293972 48.168928)
Telekom DataCenter,"Slovak Telekom, a.s.",800,1000,17.1291127,48.1748126,POINT (17.1291127 48.1748126)
Bratislava,VNET a.s.,,,17.1164016,48.1224336,POINT (17.1164016 48.1224336)
Bratislava 2,VNET a.s.,,,17.1281752,48.1532681,POINT (17.1281752 48.1532681)
Nova Gorica,Sontius d.o.o.,,,13.6203222,45.9165514,POINT (13.6203222 45.9165514)
Nova Gorica,Arctur d.o.o.,,,13.6678516,45.9549061,POINT (13.6678516 45.9549061)
TusHosting,Tusmobil,,,14.5579779,46.0945278,POINT (14.5579779 46.0945278)
IT TEL Ljubljana,IT TEL,,,14.5052321,46.0574223,POINT (14.5052321 46.0574223)
Ljubljana,TU TELEKOM,,,14.5370795,46.0680105,POINT (14.5370795 46.0680105)
SIX SI Jozef Stefan Institute,SIX SI,,,14.4878586,46.0423559,POINT (14.4878586 46.0423559)
SIX SI Ljubljana Technology Park,SIX SI,,,14.4607475,46.0493848,POINT (14.4607475 46.0493848)
Ljubljana,Telemach Sirokopasovne Komunikacije,,,14.5052321,46.0574223,POINT (14.5052321 46.0574223)
Serangoon,NTT,5000,,103.8749814,1.376119852,POINT (103.8749814 1.376119852)
Colocation Data Centre,CapitaLand,"35,456",12.0,103.89307668147585,1.33735647981644,POINT (103.89307668147585 1.33735647981644)
 Central Office 2,StarHub Ltd.,,,103.89369179999994,1.337785,POINT (103.89369179999994 1.337785)
Central Office 3,StarHub Ltd.,,,103.90551770000002,1.3357041,POINT (103.90551770000002 1.3357041)
1 Changi Business Park Avenue 1,Satyam Computer Services,,,103.96366480000006,1.3366252,POINT (103.96366480000006 1.3366252)
13 Tai Seng Drive,Nucleus Connet,,,103.89462720000006,1.3381508,POINT (103.89462720000006 1.3381508)
Singapore,NEC Corporation,,,103.95124420000002,1.3323366,POINT (103.95124420000002 1.3323366)
Singapore,SoftLayer Technologies (IBM Cloud),,,103.9441673,1.341021,POINT (103.9441673 1.341021)
6 Changi South Lane,Mapletree Logistics Trust (MLT),,,103.95124420000002,1.3323366,POINT (103.95124420000002 1.3323366)
Singapore,ASPHostPortal.com Web Services,,,103.74597399999993,1.327732,POINT (103.74597399999993 1.327732)
Singapore,Alibaba Group,,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Singapore 3,Zenlayer,,,103.7015189,1.3167446,POINT (103.7015189 1.3167446)
Singapore,Acronis,,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Singapore 4,Keppel Data Centres Germany Holding GmbH,,,103.94421190000003,1.342214,POINT (103.94421190000003 1.342214)
Singapore 3,Keppel Data Centres Germany Holding GmbH,,,103.94383100000005,1.340508,POINT (103.94383100000005 1.340508)
Singapore 2,Keppel Data Centres Germany Holding GmbH,,,103.94422129999998,1.3409562,POINT (103.94422129999998 1.3409562)
Singapore 1,Keppel Data Centres Germany Holding GmbH,,,103.87452099999996,1.3753006,POINT (103.87452099999996 1.3753006)
Telin-3,Telin (Telkom Indonesia),12000,,103.70206329999996,1.3165352,POINT (103.70206329999996 1.3165352)
Singapore - Science Park II,Singapore Science Park (Ascendas Pte Ltd),,,103.78316199999995,1.287031,POINT (103.78316199999995 1.287031)
Singapore,Telstra International,4180,12000,103.89167840000005,1.323963,POINT (103.89167840000005 1.323963)
Singapore,INAP (Internap Corporation),,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Singapore,Google,40000,30000,103.70964470000001,1.3512495,POINT (103.70964470000001 1.3512495)
Singapore,Telehouse,,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Singapore,Cyxtera,1752,4800,103.8936478,1.3383188,POINT (103.8936478 1.3383188)
29A International Parkway,Digital Realty Trust,,30000,103.74632,1.32704,POINT (103.74632 1.32704)
3 Loyang Way,Digital Realty Trust,5400,13200,103.96833560000005,1.370929,POINT (103.96833560000005 1.370929)
Singapore,TATA Communications,16067,30000,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Singapore,Digital Ocean,,,103.722955,1.353036,POINT (103.722955 1.353036)
Singapore,Algolia,,,103.819836,1.352083,POINT (103.819836 1.352083)
Singapore,Continent 8 Technologies,,,103.9915308,1.3644202,POINT (103.9915308 1.3644202)
Singapore,LoadSpring Solutions,,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
1-Net East,1-Net Singapore Pte Ltd,,,103.923265,1.325711,POINT (103.923265 1.325711)
Singapore 1,Equinix,7124,0,103.78985,1.295442,POINT (103.78985 1.295442)
Jurong Data Centre Development,Japan Land Limited,18581,0,103.749218,1.326373349,POINT (103.749218 1.326373349)
Singapore 2,Equinix,7029,0,103.6948916,1.3188511,POINT (103.6948916 1.3188511)
Singapore Open Exchange (SOX),Singapore Open Exchange,,,103.8499619,1.2894066,POINT (103.8499619 1.2894066)
Singapore 3,Equinix,2800,0,103.790593,1.296446,POINT (103.790593 1.296446)
Singapore,Epsilon Telecommunications,,,103.862472,1.351815,POINT (103.862472 1.351815)
Singapore,Acclivis Technologies and Solutions Pte Ltd,,0,103.892982,1.318089,POINT (103.892982 1.318089)
Singapore 2,Google,,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Singapore,Linode LLC,,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Singapore,Unknown,,,103.791521,1.289339,POINT (103.791521 1.289339)
Singapore,Oath,,,103.7388539,1.324335415,POINT (103.7388539 1.324335415)
6 Changi South Lane,Singapore Technologies Engineering (ST Engineering),,,103.963882,1.331582,POINT (103.963882 1.331582)
Singapore,WordPress,,,103.819836,1.352083,POINT (103.819836 1.352083)
Singapore,Skytap,,,103.8509491,1.2800945,POINT (103.8509491 1.2800945)
Ascenix Singapore,Ascenix Pte Ltd,,,103.86621,1.3108,POINT (103.86621 1.3108)
1-Net North,1-Net Singapore Pte Ltd,,,103.7762491,1.4386842,POINT (103.7762491 1.4386842)
Jurong East,M1 Ltd,,,103.7458806,1.3288237,POINT (103.7458806 1.3288237)
Singapore,AIMS,,,103.853792,1.302377,POINT (103.853792 1.302377)
Singapore,ERN Global,,,103.819836,1.352083,POINT (103.819836 1.352083)
Singapore Open Exchange (SOX),Singapore Open eXchange (SOX),,,103.781569,1.291178,POINT (103.781569 1.291178)
Singapore,Yardi,,,103.819836,1.352083,POINT (103.819836 1.352083)
Serbia BroadBand,Serbia BroadBand,,,20.4132817,44.8199386,POINT (20.4132817 44.8199386)
Beograd,VeratNet,,,20.4344458,44.794806,POINT (20.4344458 44.794806)
Arusha,Habari Node Limited,,,36.69603600000005,-3.368063,POINT (36.69603600000005 -3.368063)
Kinondoni,Millicom (Tigo),,,39.20182520000003,-6.704297199999999,POINT (39.20182520000003 -6.704297199999999)
Dar es Salaam,Raha,,,39.2905389,-6.814333899999999,POINT (39.2905389 -6.814333899999999)
Dar es Salaam,Simply Connect,,,39.28554800000006,-6.817272999999999,POINT (39.28554800000006 -6.817272999999999)
Tanzania Internet eXchange,Tanzania Internet eXchange (TIX),,,39.28879489999997,-6.813257999999999,POINT (39.28879489999997 -6.813257999999999)
Dar es Salaam,Aptus Solutions,,,39.28897749999999,-6.816283299999999,POINT (39.28897749999999 -6.816283299999999)
Dar es Salaam,Millicom (Tigo),,,39.26682579999999,-6.856008499999999,POINT (39.26682579999999 -6.856008499999999)
Dar es Salaam,Vodacom Business,,,39.279559300000074,-6.787922599999999,POINT (39.279559300000074 -6.787922599999999)
Dar es Salaam,Viettel Tanzania Ltd (Halotel),,,39.25717229999998,-6.774403799999999,POINT (39.25717229999998 -6.774403799999999)
