id,name,company_name,m2,gross_max_power,lon,lat,Punktgeometrie (als WKT),source
de81e629-1175-4d3f-b40b-59274be005fb,Berlin (Stromstrasse),D-Hosting GmbH,,,13.342708700000003,52.52411350000001,POINT (13.342708700000003 52.52411350000001),mapdatacenter
4381d2db-0ee7-4be2-b3fa-6fbda8c0eb8c,Stuttgart (Zettachring),Telia Carrier,,,9.171191399999998,48.70828069999999,POINT (9.171191399999998 48.70828069999999),mapdatacenter
a45af0c4-5b5c-4336-b8f9-5fe452b0f0f7,Bamberg (Gutenbergstrasse),T-Systems International GmbH,,,10.926040000000057,49.88346999999999,POINT (10.926040000000057 49.88346999999999),mapdatacenter
48a93355-4433-4e36-af1a-248fed07dcf1,Cologne,NetCologne GmbH,2500,,6.889458300000001,50.9446027,POINT (6.889458300000001 50.9446027),mapdatacenter
578c6548-31e3-47ed-bb45-43f22bf1bb85,Dresden,Telia Carrier,,,13.68751999999995,51.07297,POINT (13.68751999999995 51.07297),mapdatacenter
18f2bb0b-55b5-40e3-925e-d226a68377fb,Hamburg (Langenhorner Chausse),Telia Carrier,,,10.015819999999962,53.6376,POINT (10.015819999999962 53.6376),mapdatacenter
446c8169-38b2-4507-be06-e5000479e979,Hannover (Beiersdorfstrasse),Telia Carrier,,,9.729809700000033,52.40605,POINT (9.729809700000033 52.40605),mapdatacenter
44d3ba4b-1fb7-4a56-9e1f-a5356d800c58,Munich,M-Net Telecommunications Ltd.,,,11.587741100000017,48.1850193,POINT (11.587741100000017 48.1850193),mapdatacenter
0ade628b-a370-4d06-b147-9527f0ce5660,Munich,Telia Carrier,,,11.588449999999966,48.1882052,POINT (11.588449999999966 48.1882052),mapdatacenter
079396b1-b62b-11e5-ad0b-02b4d6763261,Duesseldorf (In der Steele),CenturyLink,1205,4000,6.867279999999937,51.18819000000001,POINT (6.867279999999937 51.18819000000001),mapdatacenter
432df523-d9e2-4bc5-b64e-c425c9011026,Frankfurt (Hahnstrasse),T-Systems International GmbH,,,8.635082000000011,50.082949,POINT (8.635082000000011 50.082949),mapdatacenter
06ce4ae1-b62b-11e5-ad0b-02b4d6763261,Biere (Bördeland),T-Systems International GmbH,,,11.65387110000006,51.9814359,POINT (11.65387110000006 51.9814359),mapdatacenter
74e899b4-edea-4172-aeb6-4e95fb661a00,Bielefeld (Detmolder Strasse),T-Systems International GmbH,,,8.578399999999988,51.99936,POINT (8.578399999999988 51.99936),mapdatacenter
aa5c505b-abb9-40d7-8c61-585bbcd79c63,Frankfurt Niederrad ,T-Systems International GmbH,,,8.657994899999949,50.103264,POINT (8.657994899999949 50.103264),mapdatacenter
8c2d9c35-819c-4d01-bda4-affda6301913,Frankfurt Eschorn,T-Systems International GmbH,,,8.601106800000025,50.1281415,POINT (8.601106800000025 50.1281415),mapdatacenter
c545704b-c9a7-4041-8727-f64ca861d76a,Frankfurt Heddernheim,T-Systems International GmbH,,,8.638040000000046,50.17053,POINT (8.638040000000046 50.17053),mapdatacenter
21d52da5-a889-4e0c-b69f-475c24ef1013,Frankfurt Seckbach,T-Systems International GmbH,,,8.739774099999977,50.1429959,POINT (8.739774099999977 50.1429959),mapdatacenter
2018797f-641d-4735-8b85-38b0b120d4f3,Göppingen (Salamanderstrasse),T-Systems International GmbH,,,9.623829999999998,48.71250999999999,POINT (9.623829999999998 48.71250999999999),mapdatacenter
6117b63c-54b6-4b90-acf3-cd9680a4fb21,Krefeld (Europark Fichtenhain),T-Systems International GmbH,,,6.557909999999993,51.29948,POINT (6.557909999999993 51.29948),mapdatacenter
7c444424-0cfb-4ded-a433-3efca97dd63a,Magdeburg  (Lubecker Strasse),T-Systems International GmbH,,,11.639037899999948,52.14879,POINT (11.639037899999948 52.14879),mapdatacenter
31f4ee32-687d-417e-aed4-0def35ff62a6,Munich Allach,T-Systems International GmbH,,,11.48098379999999,48.21329229999999,POINT (11.48098379999999 48.21329229999999),mapdatacenter
84abd434-15fe-4e9b-9513-99734849b1e3,Munich EIP,T-Systems International GmbH,,,11.592890000000011,48.19345,POINT (11.592890000000011 48.19345),mapdatacenter
4114411e-9697-4fd1-8cb7-e6c49cd77859,Münster (Wolbeckerstrasse),T-Systems International GmbH,,,7.667178299999932,51.94989,POINT (7.667178299999932 51.94989),mapdatacenter
59a616e3-8764-4cba-bfe1-08a1cba5520f,Kiel (Bunsenstrasse),T-Systems International GmbH,,,10.152879999999982,54.28306,POINT (10.152879999999982 54.28306),mapdatacenter
a7662df4-7afd-414e-b8c7-2637911913e3,Hamburg (Schellerdamm),T-Systems International GmbH,,,9.986051299999986,53.46511289999999,POINT (9.986051299999986 53.46511289999999),mapdatacenter
26c2b5f0-cb9e-4a29-bcc0-a8037219caf3,Bonn (Landgrabenweg),T-Systems International GmbH,,,7.142663299999981,50.7229842,POINT (7.142663299999981 50.7229842),mapdatacenter
2976f156-926b-49ab-aceb-2ce369830df9,Franfurt,Tieto,,,8.682126700000026,50.11092209999999,POINT (8.682126700000026 50.11092209999999),mapdatacenter
adf03c98-7a67-4952-8a96-b50072d5ef5d,Berlin,3U Telecom,1000,,13.389077600000064,52.4557653,POINT (13.389077600000064 52.4557653),mapdatacenter
07cb217d-b62b-11e5-ad0b-02b4d6763261,Berlin,Colt,3600,5280,13.318852399999969,52.5275092,POINT (13.318852399999969 52.5275092),mapdatacenter
0791c200-b62b-11e5-ad0b-02b4d6763261,Location K,CarrierColo,620,,13.373860000000036,52.43269,POINT (13.373860000000036 52.43269),mapdatacenter
0516a9d3-2a0d-4302-a470-a97c8717ffa6,Office Berlin,Deutsche Welle,,,13.387863100000004,52.5411373,POINT (13.387863100000004 52.5411373),mapdatacenter
07452897-b62b-11e5-ad0b-02b4d6763261,Frankfurt,Acronis,,,8.682126700000026,50.11092209999999,POINT (8.682126700000026 50.11092209999999),mapdatacenter
a10c0c8f-f924-4715-b5ac-72c593aeca21,Cologne,Acronis,,,6.960278600000038,50.937531,POINT (6.960278600000038 50.937531),mapdatacenter
67600ccb-96b8-4c6b-87ba-60c44b1793cb,Frankfurt,Brookfield Infrastructure Partners LP,397,256,8.598073099999965,50.1299946,POINT (8.598073099999965 50.1299946),mapdatacenter
074e5052-b62b-11e5-ad0b-02b4d6763261,Frankfurt 8,Interxion,3700,,8.736444593115266,50.11881489262202,POINT (8.736444593115266 50.11881489262202),mapdatacenter
65d3f116-7eb4-4699-ae28-4bccbd166b91,Frankfurt 2,Zenlayer,,,8.73608999999999,50.11935,POINT (8.73608999999999 50.11935),mapdatacenter
56267f83-14c9-48af-9fe5-e33347626998,Frankfurt 1,Zenlayer,,,8.734630000000038,50.11967,POINT (8.734630000000038 50.11967),mapdatacenter
07919af4-b62b-11e5-ad0b-02b4d6763261,Frankfurt,ASPHostPortal.com Web Services,,,8.664411834393377,50.10112351257186,POINT (8.664411834393377 50.10112351257186),mapdatacenter
06cee728-b62b-11e5-ad0b-02b4d6763261, Karlsruhe,"1&1 Internet, Inc.",,,8.385733399999936,48.999727,POINT (8.385733399999936 48.999727),mapdatacenter
